Date,Open,High,Low,Close,Adj Close,Volume
2021-08-16,2149.350098,2203.000000,2128.149902,2173.500000,2173.500000,10123204
2021-08-17,2168.850098,2185.199951,2147.850098,2164.250000,2164.250000,5841743
2021-08-18,2174.000000,2186.800049,2152.600098,2172.649902,2172.649902,4650008
